#Drug	Gene	label
DB07360	O14965	1
DB04237	P02708	0
DB01357	P11712	1
DB02932	Q14500	0
DB04857	P14416	1
DB05036	P40394	0
DB00949	P08684	1
DB06096	P26447	0
DB03696	P48449	1
DB06064	P20309	0
DB00371	P48169	1
DB00623	P62158	1
DB00242	P27707	1
DB00268	P21728	1
DB07316	P80188	0
DB04315	Q15382	1
DB00818	Q9HAW9	1
DB05509	P53582	0
DB07009	Q15788	1
DB01229	P10632	1
DB06878	Q9Y478	0
DB02893	O75489	0
DB00409	P45452	0
DB01396	P09455	0
DB04946	P14416	1
DB01074	P16109	0
DB06877	P29474	0
DB00142	Q5JPH6	1
DB04350	Q8NFW8	0
DB01588	Q8N1C3	1
DB03496	P24941	1
DB01097	Q14289	1
DB02158	O43174	0
DB02977	P07384	0
DB07830	P07359	0
DB08661	Q9Y6I3	0
DB04604	Q8TF76	1
DB01205	P28472	1
DB07728	P15121	0
DB02076	P11474	0
DB02073	P30043	1
DB06070	P07900	1
DB08899	P08684	1
DB00093	P78527	0
DB04407	P24941	1
DB05241	O60909	0
DB04974	P28702	0
DB02762	O43293	0
DB00342	P25116	0
DB00988	P27338	1
DB07015	P22061	0
DB07059	P00797	1
DB08044	P22352	0
DB00557	Q13564	0
DB00387	P53609	0
DB03968	P00797	1
DB01236	P34903	1
DB07815	P06730	0
DB04089	P16870	0
DB05295	P10275	0
DB07288	Q16665	0
DB05362	P05451	0
DB00805	P28223	1
DB04690	P07900	0
DB08180	P05981	0
DB04537	O00187	0
DB08411	Q9H015	0
DB06626	Q16775	0
DB00583	P23786	1
DB04126	O95479	0
DB06042	O15399	0
DB03277	P14854	0
DB00444	P23284	0
DB00482	P11712	1
DB08756	Q13464	1
DB06963	P53350	1
DB00805	O76074	0
DB00154	P23219	1
DB07929	P01906	0
DB08257	P34913	1
DB04725	O15239	0
DB01483	P36544	1
DB03373	P49720	0
DB04889	P27338	1
DB04518	Q92731	0
DB03801	Q8NFA2	0
DB00145	Q14749	1
DB02126	P69905	1
DB00116	Q96DP5	1
DB00334	P20309	1
DB08868	P07741	0
DB03132	P60174	1
DB07313	Q8NEB9	0
DB03983	Q15758	0
DB03964	P38606	0
DB01284	Q01718	1
DB01049	P18505	1
DB03996	Q9BQB6	0
DB00934	P23975	1
DB00188	Q13200	1
DB07830	O60942	0
DB00898	Q05901	1
DB06701	P10826	0
DB01069	P10635	1
DB02974	P22309	0
DB07607	P23560	0
DB03424	P55011	0
DB04971	P37231	1
DB00056	P08637	1
DB00380	Q02880	1
DB01717	P00568	1
DB01700	Q14654	0
DB01244	Q9HA77	0
DB07067	P04746	0
DB04325	Q9UJT1	0
DB01072	O95831	0
DB00152	Q9H3S4	1
DB00786	O60882	1
DB01076	P35869	1
DB01854	P04629	0
DB06204	P31645	1
DB08738	Q13255	0
DB00721	P27338	1
DB00123	P52569	1
DB01162	Q12809	1
DB01218	Q12809	1
DB00334	P18507	1
DB01708	Q99720	1
DB02757	P13584	0
DB08329	Q13443	0
DB00622	Q01668	1
DB03456	P17707	0
DB07215	Q15788	1
DB05098	P48357	1
DB08167	P54219	0
DB01962	P10721	1
DB04847	Q9GZT9	1
DB02323	O14965	0
DB04405	P34913	0
DB07143	O00329	0
DB05243	O60674	1
DB02901	P26439	0
DB08901	P00519	1
DB07328	O95363	0
DB01062	P08172	1
DB07874	Q9Y6M9	0
DB07458	P01595	0
DB03512	P07998	1
DB03461	Q14914	1
DB01100	P51649	0
DB01488	P28223	1
DB01128	P11712	1
DB00172	P62937	1
DB01156	P20813	1
DB05053	Q9UQD0	0
DB01223	P08684	1
DB00143	P35754	1
DB06917	P17516	0
DB08658	P15086	0
DB08846	P09917	0
DB04764	P23467	0
DB04697	P07237	0
DB08564	Q9Y478	0
DB00603	P03372	1
DB07009	Q92731	1
DB08231	O43617	1
DB06216	P28223	1
DB03594	P08253	0
DB01214	Q8TC12	0
DB06870	Q9Y259	0
DB08896	P15056	1
DB05183	Q15759	0
DB00396	P10635	1
DB02481	P30556	0
DB00393	Q13698	1
DB00443	P11511	1
DB00836	P41143	1
DB08816	P43405	0
DB08547	P30520	0
DB07583	O95363	0
DB08231	P62942	1
DB07174	P78334	0
DB00030	Q16775	0
DB01167	P05181	1
DB08912	Q99933	0
DB01224	P08172	1
DB05882	P06400	0
DB07368	P07477	1
DB01644	P57059	0
DB06777	Q02318	1
DB02964	P11217	1
DB07145	O14965	0
DB01110	O15554	1
DB08437	P40429	1
DB03519	Q02224	0
DB01043	P33261	1
DB01580	O43772	0
DB05469	P17707	0
DB00606	P26196	0
DB00342	P08173	1
DB00972	P20813	1
DB08335	P46098	0
DB00005	O75015	1
DB02059	P13639	1
DB00987	P30419	0
DB03135	P60174	1
DB00231	P48169	1
DB02068	P15121	0
DB02035	P50897	1
DB01908	P12931	1
DB02422	P35237	0
DB05403	Q9UNX9	0
DB06829	P54819	0
DB07789	P53350	1
DB00246	P21728	1
DB00465	Q92847	0
DB01233	Q13639	1
DB02463	P07477	1
DB05802	P47870	0
DB07135	P27487	1
DB02277	Q969S8	0
DB00870	P23219	1
DB08896	Q16832	1
DB05017	P10696	0
DB00834	P02763	0
DB00738	P41743	0
DB08801	P49146	0
DB03179	P19883	0
DB02542	Q92887	0
DB04957	P61160	0
DB00539	P39905	0
DB00690	P31644	1
DB04379	P51812	0
DB05432	Q9NYX4	1
DB00898	Q70Z44	1
DB05335	Q15125	0
DB01609	Q01118	0
DB09570	P10635	1
DB02267	P05089	0
DB02281	O14561	0
DB00316	P35354	1
DB00758	P49411	0
DB00540	Q70Z44	0
DB00722	P12821	1
DB01873	O43681	0
DB06688	P43681	0
DB05131	P25021	0
DB09033	P20248	0
DB04946	Q14181	0
DB00740	P23786	0
DB08749	Q9UJ70	0
DB01240	P11712	1
DB06697	P11712	1
DB02063	P49247	0
DB00780	P24462	1
DB03193	Q9UJS0	0
DB00104	P05164	1
DB04530	Q99418	1
DB01142	P10635	1
DB03382	Q13426	0
DB02269	P12081	0
DB00622	P33261	1
DB08520	P00740	0
DB05338	P11511	1
DB06060	P41594	1
DB03202	Q14697	0
DB03173	P07477	1
DB06962	Q8TD30	0
DB04931	Q9UHC3	0
DB03531	Q07954	0
DB01400	P02787	0
DB01727	O75874	1
DB08487	P25024	0
DB03546	P02708	0
DB00142	P48664	1
DB00370	P21918	1
DB00402	Q99928	1
DB00157	O95298	1
DB05147	Q9BUF5	1
DB06979	P25101	0
DB09302	P11274	0
DB00184	P27338	1
DB06813	P04818	1
DB08906	Q9Y5Y9	0
DB01631	P25092	0
DB04803	O75911	0
DB00812	P54317	0
DB01176	Q96F10	0
DB00017	P30988	1
DB01039	P08684	1
DB00805	P11229	1
DB07350	Q9BV57	0
DB00373	P07550	1
DB06993	P27487	1
DB01819	P35558	1
DB02506	P67775	1
DB05116	P53985	0
DB01039	P10632	1
DB00470	P11712	1
DB05494	Q07837	0
DB07218	P01730	0
DB01940	Q9HCC0	0
DB01029	P10632	1
DB01171	P05177	1
DB02494	P15085	1
DB00006	P27487	0
DB00119	P80404	1
DB00043	Q01362	1
DB01704	P49336	0
DB01955	Q9Y2Q3	0
DB00324	P08684	1
DB00030	Q02218	0
DB07215	O43776	0
DB03250	Q96NR8	0
DB00729	P20309	1
DB02598	P19021	1
DB07734	P05556	0
DB00972	Q9UN19	0
DB00186	P30536	1
DB00372	P14416	1
DB01076	P22309	1
DB03552	Q9NP99	0
DB00277	P11712	1
DB07780	Q92696	1
DB00502	P28222	0
DB01103	P47712	1
DB07976	P10721	0
DB07210	P09693	0
DB00863	P20815	1
DB00146	P17612	0
DB03329	Q9Y5Y9	0
DB03866	O00748	0
DB07468	Q7Z406	1
DB04230	P43235	0
DB04275	P00414	0
DB06871	P41595	0
DB02221	Q13554	0
DB00823	P06401	1
DB03559	P08319	1
DB01410	P00441	0
DB00606	P61457	0
DB09080	P07550	1
DB09202	P18825	1
DB04685	P18031	0
DB00462	P25092	0
DB00949	P33261	1
DB00318	P51800	0
DB01866	P12931	1
DB00432	P19971	1
DB06292	P11712	1
DB06875	Q15842	0
DB03752	P23219	1
DB03179	P05062	0
DB00589	P35462	1
DB00318	P10635	1
DB03910	P11509	0
DB06916	P31323	0
DB05188	P68104	0
DB00374	P46059	0
DB00130	Q06203	1
DB00199	P08183	1
DB00945	P25963	1
DB01436	O15528	1
DB09014	Q99720	1
DB00622	P08684	1
DB04602	P61927	1
DB06871	Q9UHI7	0
DB01392	P18089	1
DB00583	O43772	1
DB06901	Q9NYA1	0
DB02067	P06241	0
DB00694	Q02880	1
DB02071	P00387	0
DB04285	P18031	1
DB03397	P20815	0
DB06916	O14717	0
DB03216	P51511	0
DB03945	P02741	1
DB03918	P29474	1
DB08382	P16581	0
DB05679	Q99720	0
DB07335	P12931	1
DB05120	P36959	0
DB00818	P10635	1
DB06729	P11509	1
DB02512	P00374	0
DB01082	P10398	0
DB00740	P43220	0
DB07428	Q70Z44	0
DB02555	P60568	1
DB04877	P05107	0
DB05745	P09960	1
DB08935	Q9Y6L6	0
DB00317	P04798	1
DB08330	P02675	0
DB05070	Q99643	0
DB05920	P02745	0
DB01177	P10635	1
DB07470	Q15759	0
DB03081	P80404	0
DB01203	P05165	0
DB04715	P05120	0
DB00114	P54687	1
DB01255	Q8TCU5	0
DB04090	P06396	0
DB08807	P07550	1
DB02328	Q9UKY3	0
DB00842	P18505	1
DB00151	Q9Y697	1
DB08136	P28472	0
DB08814	P19838	1
DB03977	P07202	0
DB06729	P10635	1
DB00675	P08684	1
DB06262	P25100	1
DB08497	A8MPY1	0
DB01016	Q09428	1
DB07354	P05093	0
DB04147	P23528	1
DB05036	O14746	1
DB07100	O75390	0
DB00829	O14764	1
DB07659	Q969P6	0
DB02311	P01583	0
DB01558	P18505	1
DB00925	P36959	0
DB03390	P21549	0
DB07303	O14764	0
DB07960	O60911	0
DB00014	P22888	1
DB00897	A8MPY1	1
DB00691	P12821	1
DB07164	Q15758	0
DB01271	O60664	1
DB00675	P11712	1
DB08515	P49720	1
DB02007	P21397	0
DB06926	P54219	0
DB01567	P78334	1
DB02996	Q02252	0
DB05358	Q16878	0
DB00321	P41143	1
DB00396	P05093	1
DB01628	P35354	1
DB00526	P02795	1
DB03704	P11766	1
DB03414	Q9Y345	0
DB08909	P18858	0
DB01902	Q86YB8	1
DB01309	P06213	1
DB01124	P10632	1
DB07768	Q9NR19	0
DB04632	P68871	0
DB00129	P05089	1
DB07816	P09382	0
DB00126	P09848	1
DB00703	P00915	1
DB00880	P55017	1
DB07970	Q15375	1
DB00567	P10635	1
DB01181	P20815	1
DB07203	P20248	1
DB03006	Q14573	0
DB00531	O75976	0
DB07920	P10632	0
DB00310	Q9Y663	0
DB04194	P68400	0
DB01032	P33261	1
DB01708	Q06520	1
DB00248	P35368	1
DB00709	P00558	1
DB07690	P21918	0
DB04204	P18031	1
DB06774	P15104	1
DB04141	P08574	1
DB08347	P10114	0
DB02427	P35241	0
DB01197	P08865	0
DB02016	O95954	0
DB03600	Q8TDV5	0
DB01057	Q16739	0
DB06911	P51580	0
DB06756	O43272	1
DB00289	O60669	0
DB00820	P19801	0
DB05243	Q5TDP6	0
DB00865	P08913	1
DB03814	P04424	1
DB07659	P10620	0
DB05490	P20823	0
DB03937	P04424	0
DB03984	P30518	0
DB05905	Q13639	1
DB07401	P14927	1
DB01823	Q8N159	0
DB01588	P34903	1
DB00030	P48745	1
DB00642	Q99808	1
DB07889	Q15303	0
DB00157	P07327	1
DB05342	P34897	0
DB06210	P40238	1
DB09035	P09238	0
DB05492	P41595	1
DB06896	P24557	0
DB00918	P33261	1
DB09242	Q15111	0
DB01966	P04053	0
DB01093	P33261	1
DB00317	P10635	1
DB04858	P52961	0
DB01401	P23219	1
DB01579	P49589	0
DB01212	Q8TCC7	1
DB04707	P42336	0
DB00656	P08908	1
DB01210	Q9BYZ2	0
DB06923	O43181	0
DB07124	P49862	0
DB07853	Q9H2G2	1
DB08896	P10721	1
DB07209	Q86WA6	0
DB05110	P47897	0
DB05351	O15427	0
DB04207	Q9UNK4	0
DB02850	P32754	1
DB07110	P56817	1
DB01544	P24385	0
DB01279	Q00169	0
DB00495	Q9BZV2	0
DB01367	P30049	0
DB07519	P56817	1
DB02740	P61769	1
DB06688	P15309	1
DB07011	P35228	1
DB03033	Q8TD30	0
DB04905	P41252	0
DB01130	P49585	0
DB01338	P08172	1
DB00898	P05177	1
DB00678	P19404	0
DB00701	P10635	1
DB01154	P11712	1
DB00072	P12314	1
DB04339	Q9NZV6	0
DB02656	P11309	1
DB01562	O60858	0
DB01189	P48169	1
DB04832	Q9H1K4	0
DB04899	P0C0L4	0
DB00292	P62158	0
DB04926	Q8TCU5	1
DB00370	P35368	1
DB02563	P30084	1
DB03455	P28223	0
DB07598	P42262	1
DB01419	P23219	1
DB04218	P00813	1
DB08411	Q08426	0
DB01234	P20815	1
DB00095	P31995	1
DB00030	P14735	1
DB04557	P23219	1
DB01608	O95168	0
DB00131	P09467	1
DB00883	O43497	0
DB07710	Q08828	0
DB03297	P05981	1
DB00139	P55809	1
DB02727	Q9UKY3	0
DB02143	P29475	1
DB01110	O14764	0
DB01336	P45984	0
DB02930	Q13882	0
DB02234	P35228	1
DB00050	P30968	1
DB02459	Q12797	0
DB04464	P03989	1
DB00155	P00480	1
DB00246	P02689	0
DB03963	O60939	0
DB03484	Q15075	0
DB00332	O15554	0
DB08302	P48544	0
DB09570	P20813	1
DB01157	P07327	0
DB01026	P25116	0
DB03958	Q96C86	1
DB00062	P02760	1
DB08733	Q9UKQ2	1
DB07448	P02745	0
DB07844	P00742	1
DB03081	P07477	1
DB00678	Q9HAW8	1
DB07330	P18089	0
DB08896	P07384	0
DB00801	P47869	1
DB03346	P20231	0
DB00912	Q09428	1
DB05822	Q16760	0
DB00281	P08684	1
DB07851	Q14573	0
DB07897	Q99519	0
DB00936	P35354	1
DB03663	P35408	0
DB07313	Q16134	0
DB03273	Q12809	0
DB07067	P03897	0
DB00370	P10635	1
DB00997	Q16678	1
DB08021	Q14494	0
DB05412	P04632	0
DB05039	P42336	0
DB01901	P05230	1
DB00588	P20815	1
DB05774	P06858	0
DB00531	P20813	1
DB07285	O75460	0
DB00842	O00591	1
DB08794	Q9Y234	0
DB01643	P19404	0
DB07254	P54760	1
DB01002	P49915	0
DB07947	P17612	1
DB00111	Q16644	0
DB01394	P10632	1
DB00046	P05177	1
DB04975	P55055	0
DB07045	Q9UQD0	0
DB00659	Q9UN88	1
DB00533	P15502	1
DB03796	Q02750	0
DB02772	P68133	1
DB00321	P08588	1
DB03879	P51649	0
DB08907	P08684	1
DB00240	P08684	1
DB03169	P23743	0
DB00157	P04406	1
DB00373	Q9H936	0
DB04960	P18545	0
DB00514	P15153	1
DB06127	P15509	0
DB00149	Q9UBX1	0
DB01367	Q9UDR5	0
DB08889	Q9NPA2	0
DB02671	P01031	0
DB00045	P23458	0
DB01149	P08908	1
DB01100	Q96RJ0	0
DB04525	P18031	1
DB00264	P33261	1
DB02665	P07477	1
DB01946	P25789	0
DB00205	P28335	0
DB00942	P48506	0
DB01351	P34903	1
DB05806	Q9Y345	0
DB00115	P22033	1
DB00041	P05181	1
DB00992	P00352	0
DB00368	P25100	1
DB08164	P63092	0
DB04588	P07900	1
DB08004	P01595	0
DB04077	Q9NPH2	1
DB06196	P15144	1
DB01076	P03951	0
DB00255	P01133	0
DB01114	P10635	1
DB00501	P05177	1
DB04954	Q8NFA2	0
DB03721	P23141	1
DB01888	Q9UBX3	0
DB08293	Q08881	0
DB00422	P23975	1
DB07120	O75828	0
DB06951	Q9UNI1	1
DB00155	Q9ULW8	1
DB00947	Q16795	0
DB01395	P06401	1
DB00041	P14784	1
DB07324	P07900	1
DB02783	P01857	0
DB01407	P07550	1
DB08179	P13569	0
DB06725	P11712	1
DB02894	P00918	1
DB01750	Q9UHC9	0
DB04552	P23219	1
DB00228	P18507	1
DB05715	Q16739	1
DB06972	Q16613	0
DB04612	P98170	1
DB07315	P62917	0
DB08277	P62837	0
DB01076	P08684	1
DB00356	P10635	1
DB00420	P35348	1
DB03984	P25774	1
DB07719	P61587	0
DB01224	P35367	1
DB08447	P22694	0
DB02452	P04183	1
DB03707	P35030	0
DB08442	Q02641	0
DB00753	P98194	1
DB01255	P35368	1
DB08914	Q9NZV8	0
DB08175	P28702	1
DB07328	O43174	0
DB04680	P09429	0
DB00800	P07686	0
DB00750	O43252	0
DB06216	P18825	1
DB02153	P51003	1
DB03153	P00492	1
DB01339	P17812	0
DB04469	P31949	0
DB07267	P11310	0
DB08901	P22455	1
DB01587	P30536	1
DB07981	Q7L3T8	0
DB01221	P11229	1
DB04633	Q8IU85	0
DB09039	P10635	1
DB04892	P11177	0
DB02161	Q8IYQ7	0
DB08056	P06239	1
DB06186	P23219	0
DB04770	Q9UGM6	0
DB07714	P03952	0
DB08094	P07204	0
DB02952	O43923	0
DB06766	Q92847	0
DB01877	P09871	0
DB04768	Q9H3S4	1
DB00956	P08684	1
DB00157	P49419	1
DB06700	P05546	0
DB04915	P49221	0
DB00753	P47869	1
DB00509	P29034	0
DB07630	O00763	0
DB05387	P12104	0
DB01059	P24462	1
DB00094	P08174	0
DB03346	Q9UMX2	0
DB06168	Q9NTG7	0
DB00734	P14416	1
DB01011	Q9H1K4	0
DB05227	P15692	0
DB02467	P20339	1
DB04491	P00751	1
DB01016	P06239	0
DB00605	P05177	1
DB03461	P35270	1
DB06089	O43526	1
DB07574	P21817	0
DB00690	O00591	1
DB07639	P32320	0
DB00140	P42898	1
DB07058	P49841	1
DB02039	Q92993	1
DB08768	P24941	1
DB00340	Q12756	0
DB00374	Q9H244	1
DB01622	P25789	0
DB04719	P68400	1
DB01223	P32239	0
DB04876	Q13393	0
#Drug	P52209	0
DB02597	A8MPY1	0
DB00868	P25788	0
DB00682	P05177	1
DB00266	Q9UK23	0
DB05407	P05305	1
DB00087	P31358	1
DB04991	Q16671	0
DB06412	P10275	1
DB01356	P32297	0
DB03173	P24462	0
DB04861	P08588	1
DB07029	P35228	1
DB01826	P02144	1
DB01026	P08684	1
DB00066	P07204	0
DB04336	P06239	0
DB03615	P07237	1
DB07625	P49765	0
DB01341	P31930	0
DB01437	Q9UN88	1
DB01049	Q8N1C3	1
DB00997	P11388	1
DB04270	P35228	0
DB02010	P48736	1
DB02048	P07919	0
DB07545	O43525	0
DB01267	P51687	0
DB00162	P05089	0
DB07202	Q13255	0
DB01199	Q9HBH5	0
DB01017	P29466	1
DB08804	P07339	0
DB05010	Q92952	0
DB02058	P11362	1
DB00813	P20815	1
DB00990	P08684	1
DB07218	P45983	1
DB04397	P36871	1
DB01204	P11388	1
DB00316	P05177	1
DB01153	Q16850	1
DB00519	P23141	1
DB03181	P16083	0
DB00158	P30825	0
DB08119	P42357	0
DB01175	P08684	1
DB02623	P31785	0
DB05420	Q96BI3	0
DB05271	P21728	1
DB07730	Q9NUB1	0
DB07680	P23946	1
DB00259	P08684	1
DB01200	P25100	1
DB04799	P14927	1
DB04464	P00403	1
DB03382	P48147	1
DB01028	O14764	1
DB00904	P05181	1
DB08208	P46721	0
DB07949	Q9BV57	0
DB08883	O14757	0
DB08800	Q8NBQ5	0
DB03187	Q05513	0
DB01711	P00451	0
DB04487	Q8TDS4	0
DB00397	P08913	1
DB07324	P54646	0
DB04107	P26447	0
DB01472	P30613	0
DB01141	P15289	1
DB00738	P05106	0
DB00331	Q03431	0
DB02690	P49759	0
DB01029	P30556	1
DB07574	Q71U36	1
DB08818	O14594	1
DB02468	Q8IVL5	0
DB05804	P24462	1
DB08791	P08581	1
DB03159	P00734	1
DB08190	P40616	0
DB07099	P09960	1
DB01836	P07477	1
DB02169	P36873	1
DB01054	Q16647	0
DB08412	P0CG47	0
DB01151	P28335	1
DB07080	P32322	0
DB08910	P08684	1
DB03465	P13929	1
DB00363	P35368	1
DB00807	P07101	0
DB02463	P02649	0
DB01085	P11229	1
DB00250	Q9Y6K0	0
DB06849	Q15661	1
DB01662	O75795	0
DB04564	P49915	0
DB00863	P39086	0
DB02436	P07195	0
DB08066	O14965	1
DB00131	P11309	1
DB01472	P35348	1
DB08765	P31040	0
DB07929	Q13133	1
DB02407	P24941	1
DB07259	P21266	0
DB00157	O60701	1
DB07834	P43004	0
DB05812	P08684	1
DB00216	P11509	1
DB07195	P43026	0
DB08909	P49336	0
DB08357	Q04759	0
DB01369	O43613	0
DB07310	P28845	1
DB08173	Q96A70	0
DB08750	Q9UHQ9	0
DB00636	P08684	1
DB02472	P09693	0
DB00853	P02788	0
DB01496	P31644	1
DB08848	Q9UGI9	0
DB07261	P07814	0
DB03447	Q92569	0
DB07181	Q05513	0
DB00238	P20813	1
DB00647	P41145	1
DB01184	P24462	1
DB00182	Q05940	1
DB05790	P08069	0
DB04044	P34096	0
DB01247	Q9ULX7	0
DB00116	O95954	1
DB07724	Q07869	1
DB01319	P38435	0
DB06061	Q9H4Y5	0
DB01660	Q10588	1
DB00482	P35354	1
DB05072	P30532	0
DB07235	P14770	0
DB00960	P21283	0
DB00252	P15538	1
DB08901	P11274	1
DB02106	Q14032	0
DB01192	P43235	0
DB09101	Q9H169	0
DB00747	P11229	1
DB04109	O95182	0
DB03385	P68363	0
DB00688	Q9HAW8	1
DB04394	P00918	1
DB00121	P50747	1
DB06870	Q9BUF5	0
DB01579	P54619	0
DB01216	Q9UKU7	0
DB00409	P14416	1
DB06900	P49821	0
DB04549	Q96AZ6	0
DB08565	Q9HA77	0
DB00393	Q9UI33	0
DB00246	P18825	1
DB05072	P48443	0
DB00604	P33261	1
DB03448	Q86VU5	0
DB06176	P20813	1
DB04920	O60840	1
DB02393	P16118	1
DB01854	O43617	0
DB04315	P18085	1
DB06077	P14416	1
DB04471	Q8N142	0
DB07157	P24311	0
DB01023	P62158	1
DB05137	Q96CD2	0
DB01034	P01589	0
DB07716	P35270	0
DB06877	P28482	1
DB08601	P02795	0
DB04216	O95182	0
DB00408	Q01959	1
DB04495	P05120	0
DB00824	P29274	1
DB07186	P35225	0
DB00647	P41143	1
DB07895	P49354	1
DB02195	P03915	0
DB00364	P02675	1
DB01842	P30556	0
DB00733	P35367	0
DB01356	P10600	0
DB00473	Q14524	1
DB08354	P68400	1
DB04725	P51589	1
DB04615	P22303	1
DB00157	Q9UBM7	1
DB00898	P48169	1
DB01035	P10635	1
DB01870	P21926	0
DB01851	Q96L21	0
DB02938	Q92637	0
DB00370	Q9Y5N1	1
DB01050	O60656	1
DB00998	P04271	0
DB01009	P11712	1
DB01026	P10632	1
DB00999	P00918	1
DB02472	P00813	1
DB04954	P35754	0
DB02106	P69905	0
DB03845	P12429	0
DB03083	P20648	0
DB00870	P22309	1
DB01005	O15067	0
DB05317	Q9NZK7	0
DB08584	P30041	0
DB08398	Q15596	1
DB00568	P20309	1
DB08738	P49902	0
DB00030	P05177	1
DB05408	P36405	0
DB01436	P31151	0
DB05070	P41594	1
DB00269	Q9NSD9	0
DB00514	P33261	1
DB03152	Q08188	1
DB00753	Q16445	1
DB00074	P14784	1
DB05052	P60981	0
DB00633	Q9GZP0	0
DB01007	P10632	1
DB07467	P00918	1
DB00778	P13929	0
DB01947	P07359	0
DB02637	Q16790	0
DB00167	O15382	1
DB07125	O15460	0
DB00067	P11309	0
DB00228	Q99928	1
DB00142	P00505	1
DB03757	P23921	0
DB00537	P24462	1
DB00805	P22460	0
DB04905	P78540	0
DB08259	P34913	1
DB00191	P23975	1
DB01860	Q9HAN9	0
DB01955	P29597	0
DB04600	O95169	0
DB01096	Q96LZ3	0
DB01118	Q9HD40	0
DB06589	P05230	1
DB03860	Q92731	1
DB08083	O15270	0
DB02936	P25788	0
DB04721	P14778	0
DB08220	P30542	0
DB05266	P03956	0
DB03864	O95178	0
DB02509	Q9H8P0	0
DB00932	P08684	1
DB00469	P11712	1
DB02684	P22694	0
DB09068	P11712	1
DB02272	P20711	0
DB00659	Q13224	1
DB07313	P10253	0
DB08629	Q6UX15	0
DB08400	P20309	0
DB05745	P08311	0
DB04825	Q9H1R3	1
DB07022	P00568	0
DB08808	P22352	0
DB00038	P00338	0
DB00502	P10635	1
DB03683	P40238	0
DB01074	P05451	0
DB00433	P14416	1
DB00171	Q09428	1
DB00342	P20309	1
DB00624	P06310	0
DB05216	P08581	1
DB00246	P10635	1
DB04559	P17787	0
DB00431	P48167	1
DB00131	O75306	0
DB04295	Q96BH3	0
DB04251	P02585	0
DB01561	Q7Z2W7	0
DB00988	P16860	0
DB00157	P28845	1
DB08067	P09884	0
DB04530	P36952	1
DB02285	O60858	0
DB00114	Q9Y697	1
DB06372	P01583	1
DB07010	P31213	0
DB07529	P07203	0
DB08445	P27487	1
DB06729	P11712	1
DB00321	P33261	1
DB06841	Q96S86	0
DB00313	Q14524	1
DB07389	P08709	0
DB03841	P47989	1
DB05141	Q9NUV7	0
DB04902	Q9NNW7	0
DB08777	P47895	0
DB01769	P24941	1
DB05930	P40238	1
DB00437	P47989	1
DB00824	P27815	1
DB03414	P50897	0
DB08583	O00329	0
DB00852	P05412	1
DB07037	P26439	0
DB02861	Q96NX5	0
DB02778	P31785	0
DB01028	P42261	1
DB06948	P06881	0
DB01072	P41595	0
DB00105	P48551	1
DB05066	P20783	1
DB00149	P30988	0
DB01197	P08253	1
DB08691	P20645	0
DB07061	P22888	0
DB00426	P08684	1
DB08864	P17302	0
DB00131	Q9NUB1	1
DB00483	Q00169	0
DB00832	P05121	0
DB07843	O60294	0
DB00327	P82251	0
DB09053	Q06187	1
DB04551	P32929	0
DB08612	Q9UKY3	1
DB06073	P37173	0
DB04662	Q92806	0
DB00443	P04150	1
DB08289	Q14432	0
DB02640	P45381	0
DB00446	P20815	1
DB05422	O43497	0
DB06589	P22607	1
DB06077	P49588	0
DB00114	Q96GD0	1
DB05298	O94760	0
DB06267	P22102	0
DB00010	P22749	0
DB00911	Q15303	0
DB04908	P08908	1
DB00661	P08684	1
DB00173	P24666	1
DB01196	P02585	0
DB07606	Q01718	0
DB00186	P18507	1
DB01695	O95180	0
DB01064	P27986	1
DB07112	P47898	0
DB06210	P05177	1
DB00898	P78334	1
DB07956	P48051	0
DB08774	Q92947	0
DB02300	Q07973	1
DB01128	Q6PHW0	0
DB08569	Q14832	0
DB04871	Q16769	0
DB05198	Q08188	0
DB07471	P00414	0
DB00968	P08913	1
DB00334	Q8N1C3	1
DB07387	P60174	1
DB04975	P20813	1
DB00819	P29972	1
DB07317	P07900	1
DB00454	P05106	0
DB01060	P33261	1
DB05142	Q9Y478	0
DB02221	P00918	1
DB05814	O95479	0
DB07395	O95932	0
DB01223	P30542	1
DB07629	P00742	1
DB05049	O15269	0
DB00131	O43741	1
DB00405	P33316	0
DB07821	Q13093	1
DB06802	P35354	1
DB07073	P28329	0
DB00853	P30793	0
DB03805	Q02127	1
DB01135	P04150	0
DB01183	O00206	1
DB02758	Q9UKM7	0
DB02222	P01106	0
DB00647	P08684	1
DB08888	Q9UKQ2	0
DB08818	Q14520	1
DB04878	O43451	1
DB00306	Q9UN88	1
DB00993	Q92806	0
DB00853	P08684	1
DB01375	P51160	0
DB03193	Q9UNK4	1
DB01132	P14778	0
DB06287	P20815	1
DB04577	Q96CD2	0
DB00134	P15104	1
DB02379	P04745	1
DB04395	Q06609	1
DB00283	P08684	1
DB07995	O43678	0
DB00017	P48651	0
DB09570	O95178	0
DB08808	P13945	1
DB04786	P00734	1
DB01207	P05230	0
DB01264	P48735	0
DB04856	P11712	1
DB04235	P29377	0
DB08439	Q96L21	0
DB03247	Q96CD2	1
DB07100	P13498	0
DB02631	P25963	0
DB00074	P02747	1
DB03591	Q16698	0
DB06770	P05091	1
DB01454	P12314	0
DB05271	P29508	0
DB01361	P33260	1
DB00134	P06576	0
DB04946	P34969	1
DB00408	P08588	1
